ug.test,%+,MFI+,MFI-,rSD-,SI,SI-iso,S:N,Row,pop,spec,Filename,Well.ID,Plate.ID,Prep.Date,Stain.Date,Experiment.Type,Plate.Row,Plate.Column,Stability.Time.point,Gating.Control,Target.Species,Specificity..CD.,Specificity..non.CD.,Isotype.Host.Species,Host.Species,Isotype..Heavy.Chain.,Isotype..Light.Chain.,Clone,Fluorochrome,Parameter,Batch.Number,ug.test,units,Sample.Type,Sample.Species,Sample.Strain,Donor.ID,spec1_name,Positive...Negative_1,spec2_name,Positive...Negative_2,spec3_name,Positive...Negative_3,gating_method,gating_argument,Optimal.with.units,BV421.Stain.Index,Doublet.discrimination,Viability.Fluorochrome,Viability.Parameter,Costain.Fluorochrome,Costain.Parameter,CS.T.Beads.Lot..,Notes,Cytometer
30,0,NA,3827,4965,NA,NA,NA,G,Mono,90-100,Specimen_001_G2_G02_075.fcs,G2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,3645,6095,NA,NA,NA,G,Mono,90-100,Specimen_001_G3_G03_076.fcs,G3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6089,6604,NA,NA,NA,G,Mono,90-100,Specimen_001_G4_G04_077.fcs,G4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,6136,9071,NA,NA,NA,G,Mono,90-100,Specimen_001_G5_G05_078.fcs,G5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,6360,7481,NA,NA,NA,G,Mono,90-100,Specimen_001_G6_G06_079.fcs,G6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7027,6800,NA,NA,NA,G,Mono,90-100,Specimen_001_G7_G07_080.fcs,G7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,7560,6298,NA,NA,NA,G,Mono,90-100,Specimen_001_G8_G08_081.fcs,G8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.052,62977,3261,2518,NA,NA,NA,A,Gran,80-100,Specimen_001_G2_G02_075.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.021,48752,2634,2141,NA,NA,NA,A,Gran,80-100,Specimen_001_G3_G03_076.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.09,38354,3100,2165,NA,NA,NA,A,Gran,80-100,Specimen_001_G4_G04_077.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.16,54671,3431,2145,NA,NA,NA,A,Gran,80-100,Specimen_001_G5_G05_078.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.12,30070,2801,1884,NA,NA,NA,A,Gran,80-100,Specimen_001_G6_G06_079.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.18,55794,3492,2173,NA,NA,NA,A,Gran,80-100,Specimen_001_G7_G07_080.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.2,42365,3190,2035,NA,NA,NA,A,Gran,80-100,Specimen_001_G8_G08_081.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,2856,2132,NA,NA,NA,G,Gran,80-100,Specimen_001_G2_G02_075.fcs,G2,FY21w5p8,3/18/2021,3/19/2021,S,G,2,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,2275,1800,NA,NA,NA,G,Gran,80-100,Specimen_001_G3_G03_076.fcs,G3,FY21w5p8,3/18/2021,3/19/2021,S,G,3,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.024,50741,2577,1788,13,13,20,G,Gran,80-100,Specimen_001_G4_G04_077.fcs,G4,FY21w5p8,3/18/2021,3/19/2021,S,G,4,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,2945,1835,NA,NA,NA,G,Gran,80-100,Specimen_001_G5_G05_078.fcs,G5,FY21w5p8,3/18/2021,3/19/2021,S,G,5,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.045,30745,2411,1558,9.1,9,13,G,Gran,80-100,Specimen_001_G6_G06_079.fcs,G6,FY21w5p8,3/18/2021,3/19/2021,S,G,6,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.021,54156,2919,1776,14,14,19,G,Gran,80-100,Specimen_001_G7_G07_080.fcs,G7,FY21w5p8,3/18/2021,3/19/2021,S,G,7,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0.044,33208,2769,1719,8.9,8.7,12,G,Gran,80-100,Specimen_001_G8_G08_081.fcs,G8,FY21w5p8,3/18/2021,3/19/2021,S,G,8,4,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.3,6123,46,137,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H2_H02_087.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,H,2,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.4,7758,51,159,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H3_H03_088.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,H,3,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,3.2,11142,68,215,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H4_H04_089.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,H,4,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3,11868,71,257,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H5_H05_090.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,H,5,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.6,13596,77,318,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H6_H06_091.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,H,6,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.6,13962,77,373,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H7_H07_092.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,H,7,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.7,17227,88,571,NA,NA,NA,A,Lymph,Jul-40,Specimen_001_H8_H08_093.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,H,8,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,3.4,6125,42,136,22,22,145,H,Lymph,Jul-40,Specimen_001_H2_H02_087.fcs,H2,FY21w5p8,3/18/2021,3/19/2021,S,H,2,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,3.2,8611,50,161,27,27,173,H,Lymph,Jul-40,Specimen_001_H3_H03_088.fcs,H3,FY21w5p8,3/18/2021,3/19/2021,S,H,3,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,2.6,11162,64,218,25,25,173,H,Lymph,Jul-40,Specimen_001_H4_H04_089.fcs,H4,FY21w5p8,3/18/2021,3/19/2021,S,H,4,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,3,12227,74,272,22,22,165,H,Lymph,Jul-40,Specimen_001_H5_H05_090.fcs,H5,FY21w5p8,3/18/2021,3/19/2021,S,H,5,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,2.2,13157,71,317,21,21,184,H,Lymph,Jul-40,Specimen_001_H6_H06_091.fcs,H6,FY21w5p8,3/18/2021,3/19/2021,S,H,6,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,2.1,13658,68,379,18,18,201,H,Lymph,Jul-40,Specimen_001_H7_H07_092.fcs,H7,FY21w5p8,3/18/2021,3/19/2021,S,H,7,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,1.5,16853,86,638,13,13,196,H,Lymph,Jul-40,Specimen_001_H8_H08_093.fcs,H8,FY21w5p8,3/18/2021,3/19/2021,S,H,8,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,4181,7218,NA,NA,NA,A,Mono,90-100,Specimen_001_H2_H02_087.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,H,2,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,5355,7812,NA,NA,NA,A,Mono,90-100,Specimen_001_H3_H03_088.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,H,3,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6239,9336,NA,NA,NA,A,Mono,90-100,Specimen_001_H4_H04_089.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,H,4,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,3890,8108,NA,NA,NA,A,Mono,90-100,Specimen_001_H5_H05_090.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,H,5,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5787,9421,NA,NA,NA,A,Mono,90-100,Specimen_001_H6_H06_091.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,H,6,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7091,10450,NA,NA,NA,A,Mono,90-100,Specimen_001_H7_H07_092.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,H,7,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,2465,7113,NA,NA,NA,A,Mono,90-100,Specimen_001_H8_H08_093.fcs,A8,FY21w5p8,3/18/2021,3/19/2021,S,H,8,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0,NA,3681,5845,NA,NA,NA,H,Mono,90-100,Specimen_001_H2_H02_087.fcs,H2,FY21w5p8,3/18/2021,3/19/2021,S,H,2,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0,NA,5002,6514,NA,NA,NA,H,Mono,90-100,Specimen_001_H3_H03_088.fcs,H3,FY21w5p8,3/18/2021,3/19/2021,S,H,3,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0,NA,6006,6670,NA,NA,NA,H,Mono,90-100,Specimen_001_H4_H04_089.fcs,H4,FY21w5p8,3/18/2021,3/19/2021,S,H,4,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0,NA,7333,7534,NA,NA,NA,H,Mono,90-100,Specimen_001_H5_H05_090.fcs,H5,FY21w5p8,3/18/2021,3/19/2021,S,H,5,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0,NA,5175,7573,NA,NA,NA,H,Mono,90-100,Specimen_001_H6_H06_091.fcs,H6,FY21w5p8,3/18/2021,3/19/2021,S,H,6,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0,NA,7270,7869,NA,NA,NA,H,Mono,90-100,Specimen_001_H7_H07_092.fcs,H7,FY21w5p8,3/18/2021,3/19/2021,S,H,7,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
2000,0,NA,6662,8301,NA,NA,NA,H,Mono,90-100,Specimen_001_H8_H08_093.fcs,H8,FY21w5p8,3/18/2021,3/19/2021,S,H,8,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,2000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
30,0.052,62977,3261,2518,NA,NA,NA,A,Gran,80-100,Specimen_001_H2_H02_087.fcs,A2,FY21w5p8,3/18/2021,3/19/2021,S,H,2,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,30,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
60,0.021,48752,2634,2141,NA,NA,NA,A,Gran,80-100,Specimen_001_H3_H03_088.fcs,A3,FY21w5p8,3/18/2021,3/19/2021,S,H,3,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,60,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
125,0.09,38354,3100,2165,NA,NA,NA,A,Gran,80-100,Specimen_001_H4_H04_089.fcs,A4,FY21w5p8,3/18/2021,3/19/2021,S,H,4,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,125,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
250,0.16,54671,3431,2145,NA,NA,NA,A,Gran,80-100,Specimen_001_H5_H05_090.fcs,A5,FY21w5p8,3/18/2021,3/19/2021,S,H,5,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,250,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
500,0.12,30070,2801,1884,NA,NA,NA,A,Gran,80-100,Specimen_001_H6_H06_091.fcs,A6,FY21w5p8,3/18/2021,3/19/2021,S,H,6,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,500,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
1000,0.18,55794,3492,2173,NA,NA,NA,A,Gran,80-100,Specimen_001_H7_H07_092.fcs,A7,FY21w5p8,3/18/2021,3/19/2021,S,H,7,5,A,human,CD11c,NA,Mouse IgG1 kappa,Mouse,IgG1,kappa,B-ly6,R718,R-730-A,124782,1000,ng/test,LWB,Human,NA,644,LWB-L,Positive,LWB-M,Positive,LWB-G,Positive,sd,3,0.5 ug/test,NA,NA,NA,NA,NA,NA,70757,NA,X-20C (Chico) (H656385048)
